year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2009-2019,41060,"St. Cloud, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.11786236,,0,,,
2009-2019,41100,"St. George, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.19636682,,0,,,
2009-2019,41140,"St. Joseph, MO-KS Metropolitan Statistical Area",Percent Change in Output per Person,0.055910468,,0,,,
2009-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Percent Change in Output per Person,0.084849402,-0.438104,1,Very Large,115,41
2009-2019,41220,"St. Marys, GA Micropolitan Statistical Area",Percent Change in Output per Person,-0.00852864,,0,,,
2009-2019,41260,"St. Marys, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.3443214,,0,,,
2009-2019,41400,"Salem, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.16119055,,0,,,
2009-2019,41420,"Salem, OR Metropolitan Statistical Area",Percent Change in Output per Person,0.11984376,-0.15564932,1,Midsized,77,29
2009-2019,41460,"Salina, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.073684603,,0,,,
2009-2019,41500,"Salinas, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.13047744,-0.069820203,1,Midsized,59,21
2009-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Percent Change in Output per Person,0.046782255,-0.74536055,1,Midsized,138,56
2009-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.15945743,0.16408989,1,Very Large,38,20
2009-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.16504505,,0,,,
2009-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.093966909,-0.36451265,1,Very Large,106,38
2009-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.10202775,-0.29945007,1,Very Large,99,34
2009-2019,41760,"Sandpoint, ID Micropolitan Statistical Area",Percent Change in Output per Person,-0.028469127,,0,,,
2009-2019,41780,"Sandusky, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.16418725,,0,,,
2009-2019,41820,"Sanford, NC Micropolitan Statistical Area",Percent Change in Output per Person,-0.27557153,,0,,,
2009-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.39252615,2.045289,1,Very Large,2,2
2009-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.68187809,4.3807745,1,Very Large,1,1
2009-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.16872606,0.23890099,1,Midsized,32,12
2009-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12356197,-0.12563798,1,Midsized,70,25
2009-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Percent Change in Output per Person,-0.10585874,,0,,,
2009-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.14190766,0.022437999,1,Midsized,48,17
2009-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.21831745,0.6391747,1,Midsized,12,5
2009-2019,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.036484517,,0,,,
2009-2019,42340,"Savannah, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.10224943,-0.2976608,1,Midsized,97,36
2009-2019,42380,"Sayre, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.26673767,,0,,,
2009-2019,42420,"Scottsbluff, NE Micropolitan Statistical Area",Percent Change in Output per Person,0.13258883,,0,,,
2009-2019,42460,"Scottsboro, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.007556155,,0,,,
2009-2019,42500,"Scottsburg, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.31078705,,0,,,
2009-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.10980973,-0.23663829,1,Large,88,23
2009-2019,42620,"Searcy, AR Micropolitan Statistical Area",Percent Change in Output per Person,-0.05939059,,0,,,
2009-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.2857939,1.1838065,1,Very Large,5,3
2009-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Percent Change in Output per Person,-0.16444233,,0,,,
2009-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Percent Change in Output per Person,-0.079443172,,0,,,
2009-2019,42740,"Sedalia, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.0416371,,0,,,
2009-2019,42780,"Selinsgrove, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.14542323,,0,,,
2009-2019,42820,"Selma, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.039301798,,0,,,
2009-2019,42860,"Seneca, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.20569189,,0,,,
2009-2019,42900,"Seneca Falls, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.51914042,,0,,,
2009-2019,42940,"Sevierville, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.16823842,,0,,,
2009-2019,42980,"Seymour, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.25738367,,0,,,
2009-2019,43020,"Shawano, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.12331939,,0,,,
2009-2019,43060,"Shawnee, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.07051114,,0,,,
2009-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.23181379,,0,,,
2009-2019,43140,"Shelby, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.33917031,,0,,,
2009-2019,43180,"Shelbyville, TN Micropolitan Statistical Area",Percent Change in Output per Person,-0.028723098,,0,,,
2009-2019,43220,"Shelton, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.047062535,,0,,,
2009-2019,43260,"Sheridan, WY Micropolitan Statistical Area",Percent Change in Output per Person,-0.20890789,,0,,,
2009-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.023587592,,0,,,
2009-2019,43320,"Show Low, AZ Micropolitan Statistical Area",Percent Change in Output per Person,-0.038758188,,0,,,
2009-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Percent Change in Output per Person,0.067849979,-0.57531375,1,Midsized,123,46
2009-2019,43380,"Sidney, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.32200021,,0,,,
2009-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Percent Change in Output per Person,-0.12288781,,0,,,
2009-2019,43460,"Sikeston, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.10606293,,0,,,
2009-2019,43500,"Silver City, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.27639267,,0,,,
2009-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Percent Change in Output per Person,0.09886764,,0,,,
2009-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Percent Change in Output per Person,0.087596878,-0.41592795,1,Midsized,112,41
2009-2019,43660,"Snyder, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.53231871,,0,,,
2009-2019,43700,"Somerset, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.10938688,,0,,,
2009-2019,43740,"Somerset, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.17803277,,0,,,
2009-2019,43760,"Sonora, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.12379454,,0,,,
2009-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Percent Change in Output per Person,0.096247703,-0.3461034,1,Midsized,104,37
2009-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Percent Change in Output per Person,0.20019792,0.49292406,1,Midsized,21,8
2009-2019,43940,"Spearfish, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.091363944,,0,,,
2009-2019,43980,"Spencer, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.16930598,,0,,,
2009-2019,44020,"Spirit Lake, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.23393264,,0,,,
2009-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.027164539,-0.90370363,1,Large,153,44
2009-2019,44100,"Springfield, IL Metropolitan Statistical Area",Percent Change in Output per Person,0.001044765,,0,,,
2009-2019,44140,"Springfield, MA Metropolitan Statistical Area",Percent Change in Output per Person,0.1001348,-0.31472883,1,Large,102,31
2009-2019,44180,"Springfield, MO Metropolitan Statistical Area",Percent Change in Output per Person,0.028452998,-0.89330393,1,Midsized,152,61
2009-2019,44220,"Springfield, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.17814136,,0,,,
2009-2019,44260,"Starkville, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.061147653,,0,,,
2009-2019,44300,"State College, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.14300159,,0,,,
2009-2019,44340,"Statesboro, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.005352603,,0,,,
2009-2019,44420,"Staunton, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.060348645,,0,,,
2009-2019,44460,"Steamboat Springs, CO Micropolitan Statistical Area",Percent Change in Output per Person,-0.020127255,,0,,,
2009-2019,44500,"Stephenville, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.13742577,,0,,,
2009-2019,44540,"Sterling, CO Micropolitan Statistical Area",Percent Change in Output per Person,0.10023291,,0,,,
2009-2019,44580,"Sterling, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.16715626,,0,,,
2009-2019,44620,"Stevens Point, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.12795952,,0,,,
2009-2019,44660,"Stillwater, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.12295718,,0,,,
2009-2019,44700,"Stockton, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.069634981,-0.56090623,1,Large,122,35
2009-2019,44740,"Storm Lake, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.21830669,,0,,,
2009-2019,44780,"Sturgis, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.099009715,,0,,,
2009-2019,44860,"Sulphur Springs, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.035428457,,0,,,
2009-2019,44900,"Summerville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.15891621,,0,,,
2009-2019,44940,"Sumter, SC Metropolitan Statistical Area",Percent Change in Output per Person,0.15832439,,0,,,
2009-2019,44980,"Sunbury, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.065515839,,0,,,
2009-2019,45000,"Susanville, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.19050893,,0,,,
2009-2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.34334677,,0,,,
2009-2019,45060,"Syracuse, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.14654538,0.059871044,1,Large,44,8
2009-2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Percent Change in Output per Person,-0.006313391,,0,,,
2009-2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.34134617,,0,,,
2009-2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Percent Change in Output per Person,-0.007053427,-1.1798917,1,Midsized,172,71
2009-2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.057690661,-0.657314,1,Very Large,135,44
2009-2019,45340,"Taos, NM Micropolitan Statistical Area",Percent Change in Output per Person,-0.062217109,,0,,,
2009-2019,45380,"Taylorville, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.059559043,,0,,,
2009-2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.024349082,,0,,,
2009-2019,45500,"Texarkana, TX-AR Metropolitan Statistical Area",Percent Change in Output per Person,-0.089726932,,0,,,
2009-2019,45520,"The Dalles, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.12954777,,0,,,
2009-2019,45540,"The Villages, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.18345237,,0,,,
2009-2019,45620,"Thomasville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.093372628,,0,,,
2009-2019,45660,"Tiffin, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.16872972,,0,,,
2009-2019,45700,"Tifton, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.14222354,,0,,,
2009-2019,45740,"Toccoa, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.020601513,,0,,,
2009-2019,45780,"Toledo, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.27230418,1.0749252,1,Large,7,2
2009-2019,45820,"Topeka, KS Metropolitan Statistical Area",Percent Change in Output per Person,0.032700639,,0,,,
2009-2019,45860,"Torrington, CT Micropolitan Statistical Area",Percent Change in Output per Person,0.075228862,,0,,,
2009-2019,45900,"Traverse City, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.19814189,,0,,,
2009-2019,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",Percent Change in Output per Person,0.19489919,0.45015574,1,Midsized,22,9
2009-2019,45980,"Troy, AL Micropolitan Statistical Area",Percent Change in Output per Person,-0.007537299,,0,,,
2009-2019,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.06613823,,0,,,
2009-2019,46060,"Tucson, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.025036171,-0.92088264,1,Very Large,156,49
2009-2019,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.27191114,,0,,,
2009-2019,46140,"Tulsa, OK Metropolitan Statistical Area",Percent Change in Output per Person,0.10616339,-0.26606953,1,Large,92,26
2009-2019,46180,"Tupelo, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.1078684,,0,,,
2009-2019,46220,"Tuscaloosa, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.22839816,0.72054046,1,Midsized,9,3
2009-2019,46300,"Twin Falls, ID Metropolitan Statistical Area",Percent Change in Output per Person,0.10495198,,0,,,
2009-2019,46340,"Tyler, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.14843346,,0,,,
2009-2019,46380,"Ukiah, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.12247733,,0,,,
2009-2019,46420,"Union, SC Micropolitan Statistical Area ",Percent Change in Output per Person,0.39077535,,0,,,
2009-2019,46460,"Union City, TN Micropolitan Statistical Area",Percent Change in Output per Person,-0.16038261,,0,,,
2009-2019,46500,"Urbana, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.30045965,,0,,,
2009-2019,46520,"Urban Honolulu, HI Metropolitan Statistical Area",Percent Change in Output per Person,0.12882391,-0.083166674,1,Large,64,18
2009-2019,46540,"Utica-Rome, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.062483378,-0.61862993,1,Midsized,129,52
2009-2019,46620,"Uvalde, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.098386727,,0,,,
2009-2019,46660,"Valdosta, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.073667139,,0,,,
2009-2019,46700,"Vallejo, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12856653,-0.085243948,1,Midsized,65,23
