year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.025863,168,63
2009-2019,43380,"Sidney, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.023072,,
2009-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.15082,,
2009-2019,43460,"Sikeston, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.081958,,
2009-2019,43500,"Silver City, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.1099,,
2009-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.046473,,
2009-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.03299,31,14
2009-2019,43660,"Snyder, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,43700,"Somerset, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.039751,,
2009-2019,43740,"Somerset, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.101335,,
2009-2019,43760,"Sonora, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.052713,,
2009-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.076453,4,4
2009-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.009626,91,28
2009-2019,43940,"Spearfish, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.090573,,
2009-2019,43980,"Spencer, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,44020,"Spirit Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.085402,,
2009-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.048989,10,3
2009-2019,44100,"Springfield, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020816,,
2009-2019,44140,"Springfield, MA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.018337,66,21
2009-2019,44180,"Springfield, MO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.01513,152,53
2009-2019,44220,"Springfield, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.021346,,
2009-2019,44260,"Starkville, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.009381,,
2009-2019,44300,"State College, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.09716,,
2009-2019,44340,"Statesboro, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.0839,,
2009-2019,44420,"Staunton, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.038407,,
2009-2019,44460,"Steamboat Springs, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.003442,,
2009-2019,44500,"Stephenville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.039576,,
2009-2019,44540,"Sterling, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.236435,,
2009-2019,44580,"Sterling, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.155957,,
2009-2019,44620,"Stevens Point, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.056213,,
2009-2019,44660,"Stillwater, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.117397,,
2009-2019,44700,"Stockton, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.008645,98,31
2009-2019,44740,"Storm Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.084204,,
2009-2019,44780,"Sturgis, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.029164,,
2009-2019,44860,"Sulphur Springs, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.015679,,
2009-2019,44900,"Summerville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.04432,,
2009-2019,44940,"Sumter, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.007202,,
2009-2019,44980,"Sunbury, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.082846,,
2009-2019,45000,"Susanville, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.011394,,
2009-2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.072486,,
2009-2019,45060,"Syracuse, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.063756,188,57
2009-2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.075289,,
2009-2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020161,,
2009-2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.04303,180,72
2009-2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,0.011627,145,51
2009-2019,45340,"Taos, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.051771,,
2009-2019,45380,"Taylorville, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.02569,,
2009-2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.058121,,
2009-2019,45500,"Texarkana, TX-AR Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.003452,,
2009-2019,45520,"The Dalles, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.069434,,
2009-2019,45540,"The Villages, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.090569,,
2009-2019,45580,"Thomaston, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.00523,,
2009-2019,45620,"Thomasville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.099266,,
2009-2019,45660,"Tiffin, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.053974,,
2009-2019,45700,"Tifton, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.127261,,
2009-2019,45740,"Toccoa, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,45780,"Toledo, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.02207,55,18
2009-2019,45820,"Topeka, KS Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.04665,,
2009-2019,45860,"Torrington, CT Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020199,,
2009-2019,45900,"Traverse City, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.032102,,
2009-2019,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.066005,189,79
2009-2019,45980,"Troy, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.104135,,
2009-2019,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.01475,,
2009-2019,46060,"Tucson, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.00936,92,34
2009-2019,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.021904,,
2009-2019,46140,"Tulsa, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.001306,125,37
2009-2019,46180,"Tupelo, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.00984,,
2009-2019,46220,"Tuscaloosa, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.062394,187,78
2009-2019,46300,"Twin Falls, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.042342,,
2009-2019,46340,"Tyler, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.065512,,
2009-2019,46380,"Ukiah, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.022605,,
2009-2019,46420,"Union, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.085289,,
2009-2019,46460,"Union City, TN-KY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.000615,,
2009-2019,46500,"Urbana, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.071205,,
2009-2019,46520,"Urban Honolulu, HI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.003045,113,34
2009-2019,46540,"Utica-Rome, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.095306,1,1
2009-2019,46620,"Uvalde, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.011338,,
2009-2019,46660,"Valdosta, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.010439,,
2009-2019,46700,"Vallejo, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.079896,3,3
2009-2019,46780,"Van Wert, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.025883,,
2009-2019,46820,"Vermillion, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,46860,"Vernal, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.081298,,
2009-2019,46900,"Vernon, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,46980,"Vicksburg, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.098938,,
2009-2019,47020,"Victoria, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.001622,,
2009-2019,47080,"Vidalia, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.135039,,
2009-2019,47180,"Vincennes, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.0521,,
2009-2019,47220,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.03226,,
2009-2019,47240,"Vineyard Haven, MA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.011386,83,30
2009-2019,47300,"Visalia, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.022289,53,19
2009-2019,47340,"Wabash, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.008021,,
2009-2019,47380,"Waco, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.032876,173,66
2009-2019,47420,"Wahpeton, ND-MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.087444,,
2009-2019,47460,"Walla Walla, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.003171,,
2009-2019,47540,"Wapakoneta, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.008698,,
2009-2019,47580,"Warner Robins, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.007805,,
2009-2019,47620,"Warren, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.091669,,
2009-2019,47660,"Warrensburg, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.031861,,
2009-2019,47700,"Warsaw, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.019305,,
2009-2019,47780,"Washington, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.039763,,
2009-2019,47820,"Washington, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020699,,
2009-2019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.019692,64,21
2009-2019,47920,"Washington Court House, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.014524,,
2009-2019,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.007238,,
2009-2019,47980,"Watertown, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.013889,,
2009-2019,48020,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.019928,,
2009-2019,48060,"Watertown-Fort Drum, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.033964,,
2009-2019,48100,"Wauchula, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,48140,"Wausau-Weston, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.018558,,
2009-2019,48180,"Waycross, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.03138,,
2009-2019,48220,"Weatherford, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.078734,,
2009-2019,48260,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.023279,,
2009-2019,48300,"Wenatchee, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.06355,,
2009-2019,48460,"West Plains, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.005608,,
2009-2019,48500,"West Point, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.107929,,
2009-2019,48540,"Wheeling, WV-OH Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.063855,,
2009-2019,48580,"Whitewater, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.069955,,
2009-2019,48620,"Wichita, KS Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.010674,86,28
2009-2019,48660,"Wichita Falls, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.007295,,
2009-2019,48700,"Williamsport, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.043709,,
2009-2019,48780,"Williston, ND Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.020813,,
2009-2019,48820,"Willmar, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.084158,,
2009-2019,48900,"Wilmington, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.001265,118,40
2009-2019,48940,"Wilmington, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.053779,,
2009-2019,48980,"Wilson, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.018558,,
2009-2019,49020,"Winchester, VA-WV Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.056673,,
2009-2019,49060,"Winfield, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.092858,,
2009-2019,49080,"Winnemucca, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,49100,"Winona, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.053984,,
2009-2019,49180,"Winston-Salem, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.020994,58,19
2009-2019,49220,"Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.016834,,
2009-2019,49260,"Woodward, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.034491,,
2009-2019,49300,"Wooster, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.035838,,
2009-2019,49340,"Worcester, MA-CT Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.00998,143,46
2009-2019,49380,"Worthington, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.107093,,
2009-2019,49420,"Yakima, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.0152,153,54
2009-2019,49460,"Yankton, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,49620,"York-Hanover, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.021698,56,21
2009-2019,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.005566,133,41
2009-2019,49700,"Yuba City, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.005247,,
2009-2019,49740,"Yuma, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.034816,,
2009-2019,49780,"Zanesville, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.035103,,
2009-2019,49820,"Zapata, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,99994,Midsized Metropolitan Statistical Areas,Change in Top/Bottom Tract Employment Rate Gap,0,,0.001596,,
2009-2019,99995,Large Metropolitan Statistical Areas,Change in Top/Bottom Tract Employment Rate Gap,0,,-0.008161,,
