year,cbsa,cbsatitle,topmetro,metrosize,indicator,tractlevel,value
2009,25580,"Hastings, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,31744
2009,25620,"Hattiesburg, MS Metropolitan Statistical Area",0,,Median Household Income,bottom,19117
2009,25700,"Hays, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,27622
2009,25720,"Heber, UT Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,25740,"Helena, MT Micropolitan Statistical Area",0,,Median Household Income,bottom,42036
2009,25760,"Helena-West Helena, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,23460
2009,25780,"Henderson, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,22880
2009,25820,"Hereford, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,42171
2009,25840,"Hermiston-Pendleton, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,44065
2009,25860,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,32982
2009,25880,"Hillsdale, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,39023
2009,25900,"Hilo, HI Micropolitan Statistical Area",0,,Median Household Income,bottom,44530
2009,25940,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",0,,Median Household Income,bottom,40477
2009,25980,"Hinesville, GA Metropolitan Statistical Area",0,,Median Household Income,bottom,36762
2009,26020,"Hobbs, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,27691
2009,26090,"Holland, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,46319
2009,26140,"Homosassa Springs, FL Metropolitan Statistical Area",0,,Median Household Income,bottom,38244
2009,26220,"Hood River, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,26260,"Hope, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,31283
2009,26300,"Hot Springs, AR Metropolitan Statistical Area",0,,Median Household Income,bottom,18549
2009,26340,"Houghton, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,24630
2009,26380,"Houma-Thibodaux, LA Metropolitan Statistical Area",0,,Median Household Income,bottom,38624
2009,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,31918
2009,26460,"Hudson, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,49529
2009,26500,"Huntingdon, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,38247
2009,26540,"Huntington, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,44008
2009,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,25287
2009,26620,"Huntsville, AL Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27354
2009,26660,"Huntsville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,12528
2009,26700,"Huron, SD Micropolitan Statistical Area",0,,Median Household Income,bottom,38781
2009,26740,"Hutchinson, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,30187
2009,26780,"Hutchinson, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,54152
2009,26820,"Idaho Falls, ID Metropolitan Statistical Area",0,,Median Household Income,bottom,42189
2009,26860,"Indiana, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,24313
2009,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,31412
2009,26940,"Indianola, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,15227
2009,26980,"Iowa City, IA Metropolitan Statistical Area",0,,Median Household Income,bottom,19420
2009,27020,"Iron Mountain, MI-WI Micropolitan Statistical Area",0,,Median Household Income,bottom,38824
2009,27060,"Ithaca, NY Metropolitan Statistical Area",0,,Median Household Income,bottom,23461
2009,27100,"Jackson, MI Metropolitan Statistical Area",0,,Median Household Income,bottom,20211
2009,27140,"Jackson, MS Metropolitan Statistical Area",1,Large,Median Household Income,bottom,21985
2009,27160,"Jackson, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,34972
2009,27180,"Jackson, TN Metropolitan Statistical Area",0,,Median Household Income,bottom,17028
2009,27220,"Jackson, WY-ID Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,27260,"Jacksonville, FL Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,32887
2009,27300,"Jacksonville, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,33951
2009,27340,"Jacksonville, NC Metropolitan Statistical Area",0,,Median Household Income,bottom,33759
2009,27380,"Jacksonville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,27992
2009,27420,"Jamestown, ND Micropolitan Statistical Area",0,,Median Household Income,bottom,42910
2009,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,29981
2009,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",0,,Median Household Income,bottom,33362
2009,27530,"Jasper, AL Micropolitan Statistical Area ",0,,Median Household Income,bottom,35308
2009,27540,"Jasper, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,41501
2009,27600,"Jefferson, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,41150
2009,27620,"Jefferson City, MO Metropolitan Statistical Area",0,,Median Household Income,bottom,38779
2009,27660,"Jennings, LA Micropolitan Statistical Area",0,,Median Household Income,bottom,35081
2009,27700,"Jesup, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,42912
2009,27740,"Johnson City, TN Metropolitan Statistical Area",0,,Median Household Income,bottom,27939
2009,27780,"Johnstown, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,19126
2009,27860,"Jonesboro, AR Metropolitan Statistical Area",0,,Median Household Income,bottom,25299
2009,27900,"Joplin, MO Metropolitan Statistical Area",0,,Median Household Income,bottom,32871
2009,27940,"Juneau, AK Micropolitan Statistical Area",0,,Median Household Income,bottom,64302
2009,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",0,,Median Household Income,bottom,51945
2009,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27000
2009,28060,"Kalispell, MT Micropolitan Statistical Area",0,,Median Household Income,bottom,40994
2009,28100,"Kankakee, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,24879
2009,28140,"Kansas City, MO-KS Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,29816
2009,28180,"Kapaa, HI Micropolitan Statistical Area",0,,Median Household Income,bottom,60069
2009,28260,"Kearney, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,38248
2009,28300,"Keene, NH Micropolitan Statistical Area",0,,Median Household Income,bottom,47866
2009,28340,"Kendallville, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,43855
2009,28380,"Kennett, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,21261
2009,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,36445
2009,28500,"Kerrville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,38700
2009,28540,"Ketchikan, AK Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,28580,"Key West, FL Micropolitan Statistical Area",0,,Median Household Income,bottom,51431
2009,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,49752
2009,28660,"Killeen-Temple, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,32596
2009,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,30117
2009,28740,"Kingston, NY Metropolitan Statistical Area",0,,Median Household Income,bottom,47427
2009,28780,"Kingsville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,25165
2009,28820,"Kinston, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,11722
2009,28860,"Kirksville, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,-31942
2009,28900,"Klamath Falls, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,32731
2009,28940,"Knoxville, TN Metropolitan Statistical Area",1,Large,Median Household Income,bottom,23724
2009,29020,"Kokomo, IN Metropolitan Statistical Area",0,,Median Household Income,bottom,31734
2009,29060,"Laconia, NH Micropolitan Statistical Area",0,,Median Household Income,bottom,49994
2009,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",0,,Median Household Income,bottom,32028
2009,29180,"Lafayette, LA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,28540
2009,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",0,,Median Household Income,bottom,15512
2009,29260,"La Grande, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,33527
2009,29300,"LaGrange, GA-AL Micropolitan Statistical Area",0,,Median Household Income,bottom,30936
2009,29340,"Lake Charles, LA Metropolitan Statistical Area",0,,Median Household Income,bottom,25576
2009,29380,"Lake City, FL Micropolitan Statistical Area",0,,Median Household Income,bottom,30721
2009,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",0,,Median Household Income,bottom,38834
2009,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,Large,Median Household Income,bottom,32116
2009,29500,"Lamesa, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,29540,"Lancaster, PA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,37421
2009,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,Large,Median Household Income,bottom,30626
2009,29660,"Laramie, WY Micropolitan Statistical Area",0,,Median Household Income,bottom,18126
2009,29700,"Laredo, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,22138
2009,29740,"Las Cruces, NM Metropolitan Statistical Area",0,,Median Household Income,bottom,22300
2009,29780,"Las Vegas, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,24289
2009,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,38013
2009,29860,"Laurel, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,25035
2009,29900,"Laurinburg, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,14725
2009,29940,"Lawrence, KS Metropolitan Statistical Area",0,,Median Household Income,bottom,23965
2009,29980,"Lawrenceburg, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,35365
2009,30020,"Lawton, OK Metropolitan Statistical Area",0,,Median Household Income,bottom,23223
2009,30060,"Lebanon, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,36366
2009,30140,"Lebanon, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,38453
2009,30220,"Levelland, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,38021
2009,30260,"Lewisburg, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,39533
2009,30280,"Lewisburg, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,25968
2009,30300,"Lewiston, ID-WA Metropolitan Statistical Area",0,,Median Household Income,bottom,34487
2009,30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",0,,Median Household Income,bottom,20066
2009,30380,"Lewistown, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,28638
2009,30420,"Lexington, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,39177
2009,30460,"Lexington-Fayette, KY Metropolitan Statistical Area",1,Large,Median Household Income,bottom,28527
2009,30580,"Liberal, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,41857
2009,30620,"Lima, OH Metropolitan Statistical Area",0,,Median Household Income,bottom,22046
2009,30660,"Lincoln, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,46322
2009,30700,"Lincoln, NE Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,29410
2009,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,Large,Median Household Income,bottom,28838
2009,30820,"Lock Haven, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,31098
2009,30860,"Logan, UT-ID Metropolitan Statistical Area",0,,Median Household Income,bottom,35292
2009,30900,"Logansport, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,42339
2009,30940,"London, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,19521
2009,30980,"Longview, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,34436
2009,31020,"Longview, WA Metropolitan Statistical Area",0,,Median Household Income,bottom,23890
2009,31060,"Los Alamos, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,36414
2009,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,26977
2009,31180,"Lubbock, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27513
2009,31220,"Ludington, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,39642
2009,31260,"Lufkin, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,31758
2009,31300,"Lumberton, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,22448
2009,31340,"Lynchburg, VA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,32296
2009,31380,"Macomb, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,12950
2009,31420,"Macon-Bibb County, GA Metropolitan Statistical Area",0,,Median Household Income,bottom,17573
2009,31460,"Madera, CA Metropolitan Statistical Area",0,,Median Household Income,bottom,36427
2009,31500,"Madison, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,39495
2009,31540,"Madison, WI Metropolitan Statistical Area",1,Large,Median Household Income,bottom,39097
2009,31580,"Madisonville, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,29854
2009,31620,"Magnolia, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,21836
2009,31660,"Malone, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,39993
2009,31680,"Malvern, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,34343
2009,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,40886
2009,31740,"Manhattan, KS Metropolitan Statistical Area",0,,Median Household Income,bottom,24366
2009,31820,"Manitowoc, WI Micropolitan Statistical Area",0,,Median Household Income,bottom,44215
2009,31860,"Mankato-North Mankato, MN Metropolitan Statistical Area",0,,Median Household Income,bottom,35810
