year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2009-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.070861809,1,Very Large,131,43
2014-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.075228043,1,Very Large,135,40
2018-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.03094033,1,Very Large,98,26
2009-2019,41420,"Salem, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.29894981,1,Midsized,6,4
2014-2019,41420,"Salem, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.60568655,1,Midsized,2,2
2018-2019,41420,"Salem, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.2344477,1,Midsized,2,2
2009-2019,41500,"Salinas, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.10429235,1,Midsized,142,54
2014-2019,41500,"Salinas, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.26234022,1,Midsized,29,15
2018-2019,41500,"Salinas, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.060534429,1,Midsized,54,30
2009-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.061087865,1,Midsized,64,27
2014-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.33508819,1,Midsized,15,8
2018-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.12278631,1,Midsized,16,11
2009-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.03219549,1,Very Large,78,28
2014-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.1415813,1,Very Large,92,26
2018-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.053600211,1,Very Large,68,11
2009-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,,0,,,
2014-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.20430872,0,,,
2018-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,,0,,,
2009-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.21418101,1,Very Large,14,5
2014-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.18394887,1,Very Large,62,16
2018-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.081190877,1,Very Large,38,4
2009-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.080623671,1,Very Large,133,44
2014-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.017508447,1,Very Large,166,51
2018-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.0081023676,1,Very Large,133,40
2009-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,.054178972,1,Very Large,67,23
2014-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,.153492,1,Very Large,85,23
2018-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,-.047983155,1,Very Large,180,52
2009-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.16755794,1,Very Large,159,50
2014-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.042500276,1,Very Large,173,52
2018-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.01342743,1,Very Large,160,51
2009-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.25130397,1,Midsized,175,76
2014-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.024992405,1,Midsized,151,61
2018-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.003103066,1,Midsized,146,61
2009-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.20703748,1,Midsized,165,66
2014-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.003481894,1,Midsized,164,67
2018-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.051925465,1,Midsized,181,77
2009-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.03943539,0,,,
2014-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.015510813,0,,,
2018-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.020477816,0,,,
2009-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.1241051,1,Midsized,41,20
2014-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.50675994,1,Midsized,4,4
2018-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.13345899,1,Midsized,8,6
2009-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.095955491,1,Midsized,51,24
2014-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.25372788,1,Midsized,32,17
2018-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.042207289,1,Midsized,87,43
2009-2019,42340,"Savannah, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.041757479,1,Midsized,71,28
2014-2019,42340,"Savannah, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.2756111,1,Midsized,24,12
2018-2019,42340,"Savannah, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.13270856,1,Midsized,9,7
2009-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.12568732,1,Large,149,44
2014-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.00057682203,1,Large,160,45
2018-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.057763733,1,Large,60,20
2009-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.075385503,1,Very Large,59,19
2014-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11093219,1,Very Large,110,30
2018-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.069933072,1,Very Large,48,6
2009-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.031024531,0,,,
2014-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.12095824,0,,,
2018-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.037965614,0,,,
2009-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.082332261,0,,,
2014-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.0032030749,0,,,
2018-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.018181818,0,,,
2009-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.074721381,0,,,
2014-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.14156251,0,,,
2018-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.037784092,0,,,
2009-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.011085627,0,,,
2014-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.25952381,0,,,
2018-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.053574987,0,,,
2009-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.003774052,1,Midsized,105,39
2014-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.002240757,1,Midsized,159,66
2018-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.04361916,1,Midsized,82,41
2009-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.18627171,0,,,
2014-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.046713378,0,,,
2018-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.010254597,0,,,
2009-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.25,0,,,
2014-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,,0,,,
2018-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.063648172,0,,,
2009-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.018244205,1,Midsized,115,43
2014-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.073677465,1,Midsized,137,56
2018-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.010857389,1,Midsized,128,55
2009-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.087900504,1,Midsized,135,50
2014-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.019076778,1,Midsized,154,62
2018-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.016031835,1,Midsized,161,66
2009-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.07002046,1,Midsized,63,26
2014-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.219091,1,Midsized,45,23
2018-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11512744,1,Midsized,20,14
2009-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.015947467,1,Large,88,24
2014-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.43217885,1,Large,7,3
2018-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.080324911,1,Large,40,15
2009-2019,44100,"Springfield, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.23062253,0,,,
2014-2019,44100,"Springfield, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.34075394,0,,,
2018-2019,44100,"Springfield, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.015398449,0,,,
2009-2019,44140,"Springfield, MA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,,1,Large,,
2014-2019,44140,"Springfield, MA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.2042723,1,Large,53,16
2018-2019,44140,"Springfield, MA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.060465675,1,Large,55,19
2009-2019,44180,"Springfield, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.039997794,1,Midsized,73,29
2014-2019,44180,"Springfield, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.24215867,1,Midsized,36,20
2018-2019,44180,"Springfield, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.026391901,1,Midsized,169,72
2009-2019,44220,"Springfield, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.22108732,0,,,
2014-2019,44220,"Springfield, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.3081539,0,,,
2018-2019,44220,"Springfield, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.10266344,0,,,
2009-2019,44300,"State College, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.029804729,0,,,
2014-2019,44300,"State College, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.098376311,0,,,
2018-2019,44300,"State College, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.085306965,0,,,
2009-2019,44420,"Staunton, VA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.043204814,0,,,
2014-2019,44420,"Staunton, VA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.07102751,0,,,
2018-2019,44420,"Staunton, VA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.0044760401,0,,,
2009-2019,44700,"Stockton, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.18722598,1,Large,163,49
2014-2019,44700,"Stockton, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.079219446,1,Large,132,40
2018-2019,44700,"Stockton, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.017519979,1,Large,119,33
2009-2019,44940,"Sumter, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.015553522,0,,,
2014-2019,44940,"Sumter, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.15185057,0,,,
2018-2019,44940,"Sumter, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11895161,0,,,
