year,cbsa,cbsaname,education,indicator,value,topmetro,metrosize,overallrank,sizerank
2009-2019,31680,"Malvern, AR",Total,Change in Median Earnings Gap,-5178.0498,0,,,
2014-2019,31680,"Malvern, AR",Total,Change in Median Earnings Gap,-11397.39,0,,,
2018-2019,31680,"Malvern, AR",Total,Change in Median Earnings Gap,-1594.01,0,,,
2009-2019,31700,"Manchester-Nashua, NH",Total,Change in Median Earnings Gap,-1404.45,1,Midsized,58,32
2014-2019,31700,"Manchester-Nashua, NH",Total,Change in Median Earnings Gap,3394.2,1,Midsized,165,64
2018-2019,31700,"Manchester-Nashua, NH",Total,Change in Median Earnings Gap,-227.39999,1,Midsized,95,35
2009-2019,31740,"Manhattan, KS",Total,Change in Median Earnings Gap,3365.1599,0,,,
2014-2019,31740,"Manhattan, KS",Total,Change in Median Earnings Gap,4134.3901,0,,,
2018-2019,31740,"Manhattan, KS",Total,Change in Median Earnings Gap,-75.959999,0,,,
2009-2019,31820,"Manitowoc, WI",Total,Change in Median Earnings Gap,14137.51,0,,,
2014-2019,31820,"Manitowoc, WI",Total,Change in Median Earnings Gap,3816.46,0,,,
2018-2019,31820,"Manitowoc, WI",Total,Change in Median Earnings Gap,17950.859,0,,,
2009-2019,31860,"Mankato, MN",Total,Change in Median Earnings Gap,7885.9902,0,,,
2014-2019,31860,"Mankato, MN",Total,Change in Median Earnings Gap,-631.97998,0,,,
2018-2019,31860,"Mankato, MN",Total,Change in Median Earnings Gap,-1378.89,0,,,
2009-2019,31900,"Mansfield, OH",Total,Change in Median Earnings Gap,2943.8401,0,,,
2014-2019,31900,"Mansfield, OH",Total,Change in Median Earnings Gap,8324.4199,0,,,
2018-2019,31900,"Mansfield, OH",Total,Change in Median Earnings Gap,-5591.2998,0,,,
2009-2019,31930,"Marietta, OH",Total,Change in Median Earnings Gap,-11451.78,0,,,
2014-2019,31930,"Marietta, OH",Total,Change in Median Earnings Gap,-15665.8,0,,,
2018-2019,31930,"Marietta, OH",Total,Change in Median Earnings Gap,-20593.52,0,,,
2009-2019,31940,"Marinette, WI-MI",Total,Change in Median Earnings Gap,3238.21,0,,,
2014-2019,31940,"Marinette, WI-MI",Total,Change in Median Earnings Gap,-3420.5601,0,,,
2018-2019,31940,"Marinette, WI-MI",Total,Change in Median Earnings Gap,4222.6201,0,,,
2009-2019,31980,"Marion, IN",Total,Change in Median Earnings Gap,4241.3599,0,,,
2014-2019,31980,"Marion, IN",Total,Change in Median Earnings Gap,14129.12,0,,,
2018-2019,31980,"Marion, IN",Total,Change in Median Earnings Gap,11682.33,0,,,
2009-2019,32000,"Marion, NC",Total,Change in Median Earnings Gap,526.46002,0,,,
2014-2019,32000,"Marion, NC",Total,Change in Median Earnings Gap,3765.9099,0,,,
2018-2019,32000,"Marion, NC",Total,Change in Median Earnings Gap,-2193.02,0,,,
2009-2019,32020,"Marion, OH",Total,Change in Median Earnings Gap,1499.8,0,,,
2014-2019,32020,"Marion, OH",Total,Change in Median Earnings Gap,-2838.76,0,,,
2018-2019,32020,"Marion, OH",Total,Change in Median Earnings Gap,-6915.2402,0,,,
2009-2019,32100,"Marquette, MI",Total,Change in Median Earnings Gap,-3936.04,0,,,
2014-2019,32100,"Marquette, MI",Total,Change in Median Earnings Gap,1807.5,0,,,
2018-2019,32100,"Marquette, MI",Total,Change in Median Earnings Gap,-444.60999,0,,,
2009-2019,32140,"Marshall, MN",Total,Change in Median Earnings Gap,9576.6299,0,,,
2014-2019,32140,"Marshall, MN",Total,Change in Median Earnings Gap,-1976.39,0,,,
2018-2019,32140,"Marshall, MN",Total,Change in Median Earnings Gap,3236.4099,0,,,
2009-2019,32180,"Marshall, MO",Total,Change in Median Earnings Gap,-1174.73,0,,,
2014-2019,32180,"Marshall, MO",Total,Change in Median Earnings Gap,6313.8398,0,,,
2018-2019,32180,"Marshall, MO",Total,Change in Median Earnings Gap,2933.6599,0,,,
2009-2019,32260,"Marshalltown, IA",Total,Change in Median Earnings Gap,8917.3203,0,,,
2014-2019,32260,"Marshalltown, IA",Total,Change in Median Earnings Gap,13289.46,0,,,
2018-2019,32260,"Marshalltown, IA",Total,Change in Median Earnings Gap,10745.37,0,,,
2009-2019,32280,"Martin, TN",Total,Change in Median Earnings Gap,54.240002,0,,,
2014-2019,32280,"Martin, TN",Total,Change in Median Earnings Gap,-740.76001,0,,,
2018-2019,32280,"Martin, TN",Total,Change in Median Earnings Gap,1769.09,0,,,
2009-2019,32300,"Martinsville, VA",Total,Change in Median Earnings Gap,-3667.1899,0,,,
2014-2019,32300,"Martinsville, VA",Total,Change in Median Earnings Gap,-1969.3,0,,,
2018-2019,32300,"Martinsville, VA",Total,Change in Median Earnings Gap,-240.03,0,,,
2009-2019,32340,"Maryville, MO",Total,Change in Median Earnings Gap,-8048.9199,0,,,
2014-2019,32340,"Maryville, MO",Total,Change in Median Earnings Gap,-2563.5701,0,,,
2018-2019,32340,"Maryville, MO",Total,Change in Median Earnings Gap,-9789.1396,0,,,
2009-2019,32380,"Mason City, IA",Total,Change in Median Earnings Gap,22626.779,0,,,
2014-2019,32380,"Mason City, IA",Total,Change in Median Earnings Gap,18853.35,0,,,
2018-2019,32380,"Mason City, IA",Total,Change in Median Earnings Gap,17872.42,0,,,
2009-2019,32460,"Mayfield, KY",Total,Change in Median Earnings Gap,9278.54,0,,,
2014-2019,32460,"Mayfield, KY",Total,Change in Median Earnings Gap,10001.68,0,,,
2018-2019,32460,"Mayfield, KY",Total,Change in Median Earnings Gap,-1153.72,0,,,
2009-2019,32500,"Maysville, KY",Total,Change in Median Earnings Gap,6281.4302,0,,,
2014-2019,32500,"Maysville, KY",Total,Change in Median Earnings Gap,-12801.97,0,,,
2018-2019,32500,"Maysville, KY",Total,Change in Median Earnings Gap,5185.5898,0,,,
2009-2019,32540,"McAlester, OK",Total,Change in Median Earnings Gap,1280.46,0,,,
2014-2019,32540,"McAlester, OK",Total,Change in Median Earnings Gap,3536.6599,0,,,
2018-2019,32540,"McAlester, OK",Total,Change in Median Earnings Gap,4489.1201,0,,,
2009-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Change in Median Earnings Gap,-10078.76,1,Large,3,1
2014-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Change in Median Earnings Gap,-4232.75,1,Large,17,9
2018-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Change in Median Earnings Gap,5552.0098,1,Large,185,55
2009-2019,32620,"McComb, MS",Total,Change in Median Earnings Gap,-4444.46,0,,,
2014-2019,32620,"McComb, MS",Total,Change in Median Earnings Gap,-7811.5,0,,,
2018-2019,32620,"McComb, MS",Total,Change in Median Earnings Gap,-2858.71,0,,,
2009-2019,32660,"McMinnville, TN",Total,Change in Median Earnings Gap,467.35001,0,,,
2014-2019,32660,"McMinnville, TN",Total,Change in Median Earnings Gap,-1242.8,0,,,
2018-2019,32660,"McMinnville, TN",Total,Change in Median Earnings Gap,768.19,0,,,
2009-2019,32700,"McPherson, KS",Total,Change in Median Earnings Gap,5197.0898,0,,,
2014-2019,32700,"McPherson, KS",Total,Change in Median Earnings Gap,-4374.73,0,,,
2018-2019,32700,"McPherson, KS",Total,Change in Median Earnings Gap,6198.0601,0,,,
2009-2019,32740,"Meadville, PA",Total,Change in Median Earnings Gap,-5018.6201,0,,,
2014-2019,32740,"Meadville, PA",Total,Change in Median Earnings Gap,-5918.02,0,,,
2018-2019,32740,"Meadville, PA",Total,Change in Median Earnings Gap,-2205.8101,0,,,
2009-2019,32780,"Medford, OR",Total,Change in Median Earnings Gap,99.330002,0,,,
2014-2019,32780,"Medford, OR",Total,Change in Median Earnings Gap,1200.0601,0,,,
2018-2019,32780,"Medford, OR",Total,Change in Median Earnings Gap,540.34998,0,,,
2009-2019,32820,"Memphis, TN-MS-AR",Total,Change in Median Earnings Gap,-1662.21,1,Very Large,51,9
2014-2019,32820,"Memphis, TN-MS-AR",Total,Change in Median Earnings Gap,-592.37,1,Very Large,72,18
2018-2019,32820,"Memphis, TN-MS-AR",Total,Change in Median Earnings Gap,109.89,1,Very Large,102,30
2009-2019,32860,"Menomonie, WI",Total,Change in Median Earnings Gap,3441.6101,0,,,
2014-2019,32860,"Menomonie, WI",Total,Change in Median Earnings Gap,-4992.8599,0,,,
2018-2019,32860,"Menomonie, WI",Total,Change in Median Earnings Gap,-15382.17,0,,,
2009-2019,32900,"Merced, CA",Total,Change in Median Earnings Gap,-378,1,Midsized,81,39
2014-2019,32900,"Merced, CA",Total,Change in Median Earnings Gap,-5001.5898,1,Midsized,11,6
2018-2019,32900,"Merced, CA",Total,Change in Median Earnings Gap,5235.4702,1,Midsized,181,76
2009-2019,32940,"Meridian, MS",Total,Change in Median Earnings Gap,4550.02,0,,,
2014-2019,32940,"Meridian, MS",Total,Change in Median Earnings Gap,-562.45001,0,,,
2018-2019,32940,"Meridian, MS",Total,Change in Median Earnings Gap,-708.09998,0,,,
2009-2019,33020,"Mexico, MO",Total,Change in Median Earnings Gap,-2808.3401,0,,,
2014-2019,33020,"Mexico, MO",Total,Change in Median Earnings Gap,-10694.1,0,,,
2018-2019,33020,"Mexico, MO",Total,Change in Median Earnings Gap,-1254.91,0,,,
2009-2019,33060,"Miami, OK",Total,Change in Median Earnings Gap,-5909.7002,0,,,
2014-2019,33060,"Miami, OK",Total,Change in Median Earnings Gap,-2385.99,0,,,
2018-2019,33060,"Miami, OK",Total,Change in Median Earnings Gap,4479.8198,0,,,
2009-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Change in Median Earnings Gap,2517.3,1,Very Large,144,41
2014-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Change in Median Earnings Gap,-422.92999,1,Very Large,81,23
2018-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Change in Median Earnings Gap,1211.83,1,Very Large,132,41
2009-2019,33140,"Michigan City-La Porte, IN",Total,Change in Median Earnings Gap,-2074.8701,0,,,
2014-2019,33140,"Michigan City-La Porte, IN",Total,Change in Median Earnings Gap,-6410.75,0,,,
2018-2019,33140,"Michigan City-La Porte, IN",Total,Change in Median Earnings Gap,172.00999,0,,,
2009-2019,33180,"Middlesborough, KY",Total,Change in Median Earnings Gap,-3986.5,0,,,
2014-2019,33180,"Middlesborough, KY",Total,Change in Median Earnings Gap,-7654.5498,0,,,
2018-2019,33180,"Middlesborough, KY",Total,Change in Median Earnings Gap,-2855.6201,0,,,
2009-2019,33220,"Midland, MI",Total,Change in Median Earnings Gap,-4403.5898,0,,,
2014-2019,33220,"Midland, MI",Total,Change in Median Earnings Gap,-10823.92,0,,,
2018-2019,33220,"Midland, MI",Total,Change in Median Earnings Gap,-7878.0601,0,,,
2009-2019,33260,"Midland, TX",Total,Change in Median Earnings Gap,6568.0801,0,,,
2014-2019,33260,"Midland, TX",Total,Change in Median Earnings Gap,1052.2,0,,,
2018-2019,33260,"Midland, TX",Total,Change in Median Earnings Gap,15.19,0,,,
2009-2019,33300,"Milledgeville, GA",Total,Change in Median Earnings Gap,402.20999,0,,,
2014-2019,33300,"Milledgeville, GA",Total,Change in Median Earnings Gap,-6410.2002,0,,,
2018-2019,33300,"Milledgeville, GA",Total,Change in Median Earnings Gap,950.06,0,,,
2009-2019,33340,"Milwaukee-Waukesha, WI",Total,Change in Median Earnings Gap,-1874.89,1,Very Large,47,6
2014-2019,33340,"Milwaukee-Waukesha, WI",Total,Change in Median Earnings Gap,-479.38,1,Very Large,80,22
2018-2019,33340,"Milwaukee-Waukesha, WI",Total,Change in Median Earnings Gap,2039.63,1,Very Large,148,46
2009-2019,33380,"Minden, LA",Total,Change in Median Earnings Gap,-2372.51,0,,,
2014-2019,33380,"Minden, LA",Total,Change in Median Earnings Gap,-541.88,0,,,
2018-2019,33380,"Minden, LA",Total,Change in Median Earnings Gap,484,0,,,
2009-2019,33420,"Mineral Wells, TX",Total,Change in Median Earnings Gap,4459.3501,0,,,
2014-2019,33420,"Mineral Wells, TX",Total,Change in Median Earnings Gap,492.63,0,,,
2018-2019,33420,"Mineral Wells, TX",Total,Change in Median Earnings Gap,2672.3999,0,,,
2009-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Change in Median Earnings Gap,3098.8701,1,Very Large,155,46
2014-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Change in Median Earnings Gap,2315.1299,1,Very Large,149,45
2018-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Change in Median Earnings Gap,2376.1799,1,Very Large,154,49
2009-2019,33500,"Minot, ND",Total,Change in Median Earnings Gap,54.439999,0,,,
2014-2019,33500,"Minot, ND",Total,Change in Median Earnings Gap,-4839.23,0,,,
2018-2019,33500,"Minot, ND",Total,Change in Median Earnings Gap,-6401.2798,0,,,
2009-2019,33540,"Missoula, MT",Total,Change in Median Earnings Gap,-1374.96,0,,,
2014-2019,33540,"Missoula, MT",Total,Change in Median Earnings Gap,8293.4404,0,,,
2018-2019,33540,"Missoula, MT",Total,Change in Median Earnings Gap,7892.7202,0,,,
2009-2019,33580,"Mitchell, SD",Total,Change in Median Earnings Gap,-2349.25,0,,,
2014-2019,33580,"Mitchell, SD",Total,Change in Median Earnings Gap,4190.46,0,,,
2018-2019,33580,"Mitchell, SD",Total,Change in Median Earnings Gap,706.56,0,,,
2009-2019,33620,"Moberly, MO",Total,Change in Median Earnings Gap,-4863.0601,0,,,
2014-2019,33620,"Moberly, MO",Total,Change in Median Earnings Gap,6207.7598,0,,,
2018-2019,33620,"Moberly, MO",Total,Change in Median Earnings Gap,2870.8601,0,,,
2009-2019,33660,"Mobile, AL",Total,Change in Median Earnings Gap,-342,1,Midsized,82,40
2014-2019,33660,"Mobile, AL",Total,Change in Median Earnings Gap,-1991.76,1,Midsized,38,17
2018-2019,33660,"Mobile, AL",Total,Change in Median Earnings Gap,464.82999,1,Midsized,111,44
2009-2019,33700,"Modesto, CA",Total,Change in Median Earnings Gap,437.32999,1,Large,102,36
2014-2019,33700,"Modesto, CA",Total,Change in Median Earnings Gap,1112.83,1,Large,123,36
2018-2019,33700,"Modesto, CA",Total,Change in Median Earnings Gap,3164.03,1,Large,167,51
2009-2019,33740,"Monroe, LA",Total,Change in Median Earnings Gap,4305.21,0,,,
2014-2019,33740,"Monroe, LA",Total,Change in Median Earnings Gap,-584.02002,0,,,
2018-2019,33740,"Monroe, LA",Total,Change in Median Earnings Gap,3823.0601,0,,,
2009-2019,33780,"Monroe, MI",Total,Change in Median Earnings Gap,-3696.75,0,,,
2014-2019,33780,"Monroe, MI",Total,Change in Median Earnings Gap,-523.15002,0,,,
2018-2019,33780,"Monroe, MI",Total,Change in Median Earnings Gap,-10359.14,0,,,
2009-2019,33860,"Montgomery, AL",Total,Change in Median Earnings Gap,-2098.5901,1,Midsized,42,24
2014-2019,33860,"Montgomery, AL",Total,Change in Median Earnings Gap,3110.1299,1,Midsized,160,62
2018-2019,33860,"Montgomery, AL",Total,Change in Median Earnings Gap,973.07001,1,Midsized,126,49
2009-2019,33940,"Montrose, CO",Total,Change in Median Earnings Gap,-1361.1,0,,,
2014-2019,33940,"Montrose, CO",Total,Change in Median Earnings Gap,-2541.1499,0,,,
2018-2019,33940,"Montrose, CO",Total,Change in Median Earnings Gap,-1781.03,0,,,
2009-2019,33980,"Morehead City, NC",Total,Change in Median Earnings Gap,883.97998,0,,,
2014-2019,33980,"Morehead City, NC",Total,Change in Median Earnings Gap,-1031.42,0,,,
2018-2019,33980,"Morehead City, NC",Total,Change in Median Earnings Gap,2951.6399,0,,,
2009-2019,34020,"Morgan City, LA",Total,Change in Median Earnings Gap,3387.28,0,,,
2014-2019,34020,"Morgan City, LA",Total,Change in Median Earnings Gap,871.62,0,,,
2018-2019,34020,"Morgan City, LA",Total,Change in Median Earnings Gap,2062.4299,0,,,
2009-2019,34060,"Morgantown, WV",Total,Change in Median Earnings Gap,15843.05,0,,,
2014-2019,34060,"Morgantown, WV",Total,Change in Median Earnings Gap,-1879.53,0,,,
2018-2019,34060,"Morgantown, WV",Total,Change in Median Earnings Gap,18058.1,0,,,
2009-2019,34100,"Morristown, TN",Total,Change in Median Earnings Gap,8550.4004,0,,,
2014-2019,34100,"Morristown, TN",Total,Change in Median Earnings Gap,1563.74,0,,,
2018-2019,34100,"Morristown, TN",Total,Change in Median Earnings Gap,2470.6399,0,,,
2009-2019,34140,"Moscow, ID",Total,Change in Median Earnings Gap,-176.60001,0,,,
2014-2019,34140,"Moscow, ID",Total,Change in Median Earnings Gap,1462.91,0,,,
2018-2019,34140,"Moscow, ID",Total,Change in Median Earnings Gap,-3696.1201,0,,,
2009-2019,34180,"Moses Lake, WA",Total,Change in Median Earnings Gap,3882.53,0,,,
2014-2019,34180,"Moses Lake, WA",Total,Change in Median Earnings Gap,-1943.36,0,,,
2018-2019,34180,"Moses Lake, WA",Total,Change in Median Earnings Gap,2467.8,0,,,
2009-2019,34220,"Moultrie, GA",Total,Change in Median Earnings Gap,2654.5801,0,,,
2014-2019,34220,"Moultrie, GA",Total,Change in Median Earnings Gap,-547.57001,0,,,
2018-2019,34220,"Moultrie, GA",Total,Change in Median Earnings Gap,3170.79,0,,,
2009-2019,34340,"Mount Airy, NC",Total,Change in Median Earnings Gap,-3111.79,0,,,
2014-2019,34340,"Mount Airy, NC",Total,Change in Median Earnings Gap,-4772.8799,0,,,
2018-2019,34340,"Mount Airy, NC",Total,Change in Median Earnings Gap,-2657.8501,0,,,
2009-2019,34350,"Mount Gay-Shamrock, WV",Total,Change in Median Earnings Gap,-6833.3301,0,,,
2014-2019,34350,"Mount Gay-Shamrock, WV",Total,Change in Median Earnings Gap,-18010.34,0,,,
2018-2019,34350,"Mount Gay-Shamrock, WV",Total,Change in Median Earnings Gap,-11540.36,0,,,
2009-2019,34380,"Mount Pleasant, MI",Total,Change in Median Earnings Gap,5335.2998,0,,,
2014-2019,34380,"Mount Pleasant, MI",Total,Change in Median Earnings Gap,-3000.75,0,,,
2018-2019,34380,"Mount Pleasant, MI",Total,Change in Median Earnings Gap,-1168.9,0,,,
2009-2019,34420,"Mount Pleasant, TX",Total,Change in Median Earnings Gap,-4097.6299,0,,,
2014-2019,34420,"Mount Pleasant, TX",Total,Change in Median Earnings Gap,363.37,0,,,
2018-2019,34420,"Mount Pleasant, TX",Total,Change in Median Earnings Gap,1405.58,0,,,
2009-2019,34460,"Mount Sterling, KY",Total,Change in Median Earnings Gap,6406.25,0,,,
2014-2019,34460,"Mount Sterling, KY",Total,Change in Median Earnings Gap,-12836.25,0,,,
2018-2019,34460,"Mount Sterling, KY",Total,Change in Median Earnings Gap,5233.29,0,,,
2009-2019,34500,"Mount Vernon, IL",Total,Change in Median Earnings Gap,434.87,0,,,
2014-2019,34500,"Mount Vernon, IL",Total,Change in Median Earnings Gap,-5710.21,0,,,
2018-2019,34500,"Mount Vernon, IL",Total,Change in Median Earnings Gap,2034.84,0,,,
2009-2019,34540,"Mount Vernon, OH",Total,Change in Median Earnings Gap,-6994.7598,0,,,
2014-2019,34540,"Mount Vernon, OH",Total,Change in Median Earnings Gap,-2780.45,0,,,
2018-2019,34540,"Mount Vernon, OH",Total,Change in Median Earnings Gap,-6979.3599,0,,,
2009-2019,34580,"Mount Vernon-Anacortes, WA",Total,Change in Median Earnings Gap,-586.31,0,,,
2014-2019,34580,"Mount Vernon-Anacortes, WA",Total,Change in Median Earnings Gap,-3623.8999,0,,,
2018-2019,34580,"Mount Vernon-Anacortes, WA",Total,Change in Median Earnings Gap,2817.3701,0,,,
2009-2019,34260,"Mountain Home, AR",Total,Change in Median Earnings Gap,-12391.48,0,,,
2014-2019,34260,"Mountain Home, AR",Total,Change in Median Earnings Gap,-230.17,0,,,
2018-2019,34260,"Mountain Home, AR",Total,Change in Median Earnings Gap,-146.37,0,,,
2009-2019,34300,"Mountain Home, ID",Total,Change in Median Earnings Gap,2413.3201,0,,,
2014-2019,34300,"Mountain Home, ID",Total,Change in Median Earnings Gap,2641.3501,0,,,
2018-2019,34300,"Mountain Home, ID",Total,Change in Median Earnings Gap,-2011.0699,0,,,
2009-2019,34620,"Muncie, IN",Total,Change in Median Earnings Gap,1767.79,0,,,
2014-2019,34620,"Muncie, IN",Total,Change in Median Earnings Gap,-8412.7402,0,,,
2018-2019,34620,"Muncie, IN",Total,Change in Median Earnings Gap,-12339.13,0,,,
2009-2019,34660,"Murray, KY",Total,Change in Median Earnings Gap,9485.6602,0,,,
2014-2019,34660,"Murray, KY",Total,Change in Median Earnings Gap,10194.33,0,,,
2018-2019,34660,"Murray, KY",Total,Change in Median Earnings Gap,-623.10999,0,,,
2009-2019,34700,"Muscatine, IA",Total,Change in Median Earnings Gap,7954.0601,0,,,
2014-2019,34700,"Muscatine, IA",Total,Change in Median Earnings Gap,217.28,0,,,
2018-2019,34700,"Muscatine, IA",Total,Change in Median Earnings Gap,357.44,0,,,
2009-2019,34740,"Muskegon, MI",Total,Change in Median Earnings Gap,225.47,0,,,
2014-2019,34740,"Muskegon, MI",Total,Change in Median Earnings Gap,5232.1099,0,,,
2018-2019,34740,"Muskegon, MI",Total,Change in Median Earnings Gap,250.67,0,,,
2009-2019,34780,"Muskogee, OK",Total,Change in Median Earnings Gap,-2495.8301,0,,,
2014-2019,34780,"Muskogee, OK",Total,Change in Median Earnings Gap,-563.26001,0,,,
2018-2019,34780,"Muskogee, OK",Total,Change in Median Earnings Gap,-4428.2998,0,,,
2009-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Change in Median Earnings Gap,-2500.54,1,Midsized,36,20
2014-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Change in Median Earnings Gap,754.08002,1,Midsized,112,46
2018-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Change in Median Earnings Gap,2034.03,1,Midsized,147,57
